99999	3.910913
90368	10.737707
34027	14.437376
15097	9.712915
91480	23.090584
51864	14.368673
57488	21.404289
71211	23.633354
353	20.951718
59860	16.488802
93377	16.349421
96520	16.562991
25017	13.578962
44549	12.805307
77092	22.479447
51221	11.790633
16	20.977553
8200	11.526869
85014	18.682296
4161	20.501888
8335	11.220659
34070	14.070934
76740	24.610641
82818	11.622535
55019	16.621842
39	23.939223
60801	23.007775
30508	12.470680
13541	17.034221
1700	15.119211
1740	24.120600
57368	25.155900
94	13.825360
87604	16.889200
55573	24.124356
13022	22.500153
30945	21.579450
39897	24.966891
3699	23.055308
70383	23.427094
79251	22.160767
771	12.826578
29040	17.249200
70743	12.005306
95293	20.335156
98703	18.339613
20929	25.200665
11779	22.715768
6752	15.428620
68670	20.590642
23322	23.773072
74694	24.089951
18760	20.485451
47778	15.364825
7982	15.586713
15298	14.044722
65975	21.579786
69984	15.712540
55153	12.518234
53466	14.877751
59708	22.670104
40490	12.563723
63711	17.389008
49773	16.427727
785	21.989503
18023	20.406592
98904	19.384838
64850	24.529268
18343	18.001510
54010	21.176156
257	24.829346
38364	16.816793
70065	19.443780
4104	21.058893
4742	12.618092
2176	20.830107
41870	23.148953
15364	20.683902
79463	12.588138
6400	22.208880
49070	24.696743
43027	23.619260
86558	24.657148
13978	21.423796
82772	18.828564
74502	14.790888
1907	18.364200
88715	23.372363
45380	22.965578
54987	22.594060
2873	20.138832
73110	16.598731
44435	15.038679
91670	13.320746
86502	17.324486
66453	23.878752
62	19.385649
16197	14.777282
8	21.599652
407	22.717851
