0	2
0	3
0	4
0	8
0	21
0	22
0	24
0	28
0	35
0	42
0	50
0	55
0	60
0	149
0	160
0	287
0	290
0	406
0	560
0	575
0	631
0	751
0	870
0	887
0	892
0	934
0	1024
0	1043
0	1097
0	1146
0	1221
0	1298
0	1329
0	1392
0	1804
0	1886
0	2009
0	2116
0	2269
0	2303
0	2306
0	2311
0	2463
0	2494
0	2817
0	2913
0	2977
0	3056
0	3063
0	3222
0	3413
0	3952
0	4150
0	4199
0	4411
0	4639
0	4760
0	4794
0	4861
0	5088
0	5091
0	5143
0	5204
0	5233
0	5300
0	5340
0	5355
0	5392
0	5470
0	5489
0	5495
0	5498
0	5562
0	5568
0	5768
0	6113
0	6454
0	6508
0	6549
0	6754
0	7118
0	7408
0	7462
0	7647
0	8269
0	8499
0	8590
0	9484
0	10682
0	10956
0	11344
0	11668
0	11972
0	12015
0	12055
0	12413
0	12550
0	12552
0	13532
0	13683
0	14992
0	15172
0	15180
0	15256
0	15444
0	15471
0	15669
0	15805
0	15812
0	15822
0	15826
0	15960
0	16655
0	16665
0	16816
0	17270
0	17510
0	17528
0	17642
0	17727
0	17987
0	18206
0	18221
0	18296
0	18328
0	18420
0	18777
0	18919
0	19118
0	19185
0	19353
0	19419
0	19784
0	20639
0	20739
0	20807
0	20952
0	21227
0	21516
0	21875
0	21906
0	22066
0	22209
0	22536
0	22611
0	22682
0	23037
0	23059
0	23215
0	23580
0	23823
0	24217
0	24697
0	24731
0	24985
0	25105
0	25159
0	25960
0	25972
0	26187
0	26192
0	26389
0	26396
0	26509
0	26571
0	26978
0	27026
0	27143
0	27318
0	27703
0	27754
0	28480
0	28628
0	28654
0	29139
0	29285
0	29394
0	29998
0	30130
0	31266
0	32503
0	32716
0	33174
0	33330
0	33359
0	33408
0	33554
0	34433
0	34443
0	34625
0	35917
0	36277
0	37010
0	37027
0	37126
0	37129
0	37334
0	37392
0	37999
0	38390
0	39154
0	39192
0	39404
0	39708
0	39823
0	40161
0	40908
0	42395
0	43236
0	43479
0	43650
0	43711
0	44077
0	44309
0	45191
0	45965
0	45996
0	46608
0	47465
0	47701
0	48034
0	48295
0	48428
0	48486
0	49210
0	49292
0	49484
0	49550
0	49643
0	49747
0	50077
0	50317
0	50516
0	50528
0	50670
0	51171
0	51211
0	51226
0	52157
0	52171
0	53278
0	53470
0	53875
0	55096
0	57249
0	57317
0	57590
0	57600
0	57658
0	57809
0	57929
0	58737
0	59251
0	59355
0	60870
0	61954
0	62802
0	63450
0	63674
0	65140
0	65821
0	66710
0	67919
0	68023
0	68306
0	69697
0	69716
0	70929
0	71575
0	72035
0	73001
0	73695
0	75141
0	75205
0	75438
0	76027
0	76128
0	77038
0	78430
0	78952
0	79023
0	79166
0	79341
0	80426
0	80963
0	81116
0	81315
0	81648
0	82136
0	82202
0	83754
0	83962
0	84080
0	84214
0	85194
0	86797
0	88491
0	89469
0	90260
0	91468
0	91934
0	91960
0	92755
0	92978
0	94881
0	95020
0	96335
0	96856
0	97393
0	97525
0	98379
0	99510
0	99941
1	2
1	25
1	34
1	41
1	60
1	63
1	76
1	115
1	122
1	180
1	263
1	303
1	312
1	348
1	466
1	492
1	517
1	616
1	785
1	865
1	875
1	1342
1	1459
1	1531
1	1535
1	1590
1	1929
1	1930
1	2617
1	2656
1	2669
1	2770
1	2956
1	2974
1	3116
1	3132
1	3192
1	3280
1	3340
1	3710
1	3976
1	4277
1	4288
1	4425
1	4476
1	4490
1	4604
1	4708
1	4962
1	5109
1	5221
1	5563
1	5579
